Ean;Référence;Catégorie;Constructeur;Libellé;Px HT;Stock Dispo Achard;En cde Achard
4716659472506;1048;Ecran PC;Asus;"MX299Q - 29"" AH-IPS/2560x1080/5ms/HDMI/DP/HP";366.45;0;0
4948570112975;1055;Ecran PC;Iiyama;"XU2290HS-B1 - 21.5"" LED IPS/5ms/HDMI/HP/Borderless";117.78;-1;2
4948570113064;1064;Ecran PC;Iiyama;"XUB2790HS-B1 - 27"" LED IPS/5ms/HDMI/HP/Borderless";211.1;0;0
4718755052767;1230;Ecran PC;BenQ;"XL2720Z - 27"" LED/3D/1ms/FHD/HDMI/DP/Pivot";403.84;0;0
4948570113248;1243;Ecran PC;Iiyama;"E2283HS-B1 - 21.5"" LED/1ms/FHD/HDMI/HP/Black";94.42;-6;106
8806087112337;1253;Ecran PC;LG;"34UC97 - 34"" IPS/3440x1440/21:9/HDMI/DP/USB3.0";759.63;0;0
4948570112821;1256;Ecran PC;Iiyama;"XB2783HSU-B1 - 27"" AMVA+/4ms/FHD/HDMI/USB/Pivot";202.2;0;0
4718755045028;1258;Ecran PC;BenQ;"GW2255 - 21.5"" LED/6ms/DVI/FHD/Black";83.64;0;0
4718755039706;1260;Ecran PC;BenQ;"GL955A - 18.5"" LED/Wide/5ms/Black";73.45;0;5
4948570111893;1261;Ecran PC;Iiyama;"B2780HSU-B1 - 27"" LED/2ms/FHD/HDMI/DP/HP/HAS/USB";198.09;3;0
8806087134346;1265;Ecran PC;LG;"22M37A-B - 21.5"" LED/5ms/FHD/Black";89.16;0;0
4718755031809;1269;Ecran PC;BenQ;"GL2450 - 24"" LED/5ms/DVI/Black";119.16;0;0
4718755051326;1272;Ecran PC;BenQ;"BL3200PT - 32"" LED/4ms/2560x1440/HDMI/DP/HP/Pivot";373.66;0;0
4948570113576;1273;Ecran PC;Iiyama;"X2481HS-B1 - 24"" VA LED/6ms/FHD/HDMI";125.54;1;0
4948570113583;1274;Ecran PC;Iiyama;"XB2481HS-B1 - 24"" VA LED/6ms/FHD/HDMI/HAS";151.1;2;0
4948570113699;1329;Ecran PC;Iiyama;"X2888HS-B1 - 28"" MVA LED/5ms/FHD/HDMI/DP";189.98;0;0
4948570112180;1332;Ecran PC;Iiyama;"B2780HSU-W1 - 27"" LED/2ms/FHD/HDMI/DP/HP/HAS/White";198.53;0;0
4948570113057;1333;Ecran PC;Iiyama;"XUB2390HS-B1 - 23"" IPS LED/5ms/FHD/HDMI/HP/HAS";151.1;1;0
4948570114115;1335;Ecran PC;Iiyama;"T2735MSC-B2 - 27"" VA LED Tact./5ms/FHD/HDMI/USB3";438.85;0;0
4948570110735;1341;Ecran PC;Iiyama;"PLT1731SR-B1 - 17"" Tact. resistif/5ms/DB9/USB";304.41;0;0
4948570114290;1342;Ecran PC;Iiyama;"B2783QSU-B1 - 27""/2560x1440/1ms/HDMI/DP/FS/USB3.0";278.86;1;0
4038986144193;1345;Ecran PC;AOC;"e2470Swhe - 23.6"" LED/5ms/FHD/HDMI";106.78;6;0
4038986183987;1347;Ecran PC;AOC;"e2770She - 27"" LED/5ms/FHD/HDMI";128.35;0;0
4948570114481;1355;Ecran PC;Iiyama;"PLE2282HD-B1 - 21.5"" LED/5ms/FHD/Black";92.21;-3;5
4948570112609;1356;Ecran PC;Iiyama;"B2480HS-B2 - 24"" LED/2ms/HDMI/HAS/Black";151.1;3;0
4948570114610;1357;Ecran PC;Iiyama;"GE2788HS-B1 - 27"" LED/1ms/FHD/HDMI/HP/Black";182.16;0;0
4948570114429;1359;Ecran PC;Iiyama;"X2283HSU-B1DP - 22"" VA LED/5ms/FHD/DP/USB";108.88;3;0
8806086929493;1360;Ecran PC;Samsung;"U28E590D - 28"" LED/4K/1ms/2xHDMI/DP";258.59;-3;0
4948570113286;1361;Ecran PC;Iiyama;"XB3070WQS-B1 - 30"" IPS/2560x1600/1ms/HDMI/DP/HAS";675.49;0;0
4948570114023;1363;Ecran PC;Iiyama;"T2236MSC-B2 - 22"" AMVA/FHD/5ms/HDMI/Tactile";271.08;1;0
4718755056680;1364;Ecran PC;BenQ;"XL2730Z - 27"" LED/2560x1440/1ms/2xHDMI/DP";453.6;0;0
4948570114603;1365;Ecran PC;Iiyama;"GB2788HS-B1 - 27"" LED TN/1ms/HDMI/DP/HAS/Black";309.66;0;1
4718755059650;1367;Ecran PC;BenQ;"GW2470H - 23.8"" AMVA+/4ms/FHD/2xHDMI";120.54;14;0
4948570114344;1368;Ecran PC;Iiyama;"X4071UHSU-B1 - 40"" MVA/4K/3ms/HDMI/DP/PIP/USB/HP";497.4;0;0
4712900143683;1369;Ecran PC;Asus;"PG279Q - 27"" IPS/2560x1440/4ms/HDMI/DP/G-sync";690.47;0;0
4948570114160;1372;Ecran PC;Iiyama;"GB2888UHSU-B1 - 28"" LED/4K/1ms/FS/HDMI/DP/HP/HAS";371.07;1;0
8806086850810;1375;Ecran PC;Samsung;"S27E370D - 27"" PLS/FHD/4ms/HDMI/DP/FS/Induction Qi";223.18;0;0
4038986121729;1379;Ecran PC;AOC;"e2260swda - 21.5"" LED/5ms/FHD/HP/DVI";91.56;0;0
4948570114689;1380;Ecran PC;Iiyama;"XB2483HSU-B2 - 24"" LED AMVA+/4ms/FHD/HDMI/USB";151.1;-1;2
4948570113736;1381;Ecran PC;Iiyama;"T1932MSC-B2X - 19"" IPS Tact.10p/4:3/1280x1024/Noir";443.29;0;0
4948570114368;1382;Ecran PC;Iiyama;"T1732MSC-B1AG - 17""LED Tact.10p/4:3/1280x1024/Noir";421.07;0;0
4038986123891;1383;Ecran PC;AOC;"e2270swn - 21.5"" LED/5ms/FHD";78.22;3;0
8806086539975;1389;Ecran PC;Samsung;"S34E790C - 34"" VA incurvé/4ms/3440x1440/2xHDMI/DP";634.49;0;0
4713392211911;1390;Ecran PC;Acer;"XF270HU - 27"" IPS/4ms/QHD/Free Sync/HDMI/DVI/DP";535.15;0;0
8806086925976;1391;Ecran PC;Samsung;"S27E650D - 27"" LED/4ms/FHD/DVI/VGA/DP";226.89;0;0
4948570114153;1394;Ecran PC;Iiyama;"E2482HD-B1 - 24"" LED/5ms/FHD/DVI/Black";117.77;7;0
4948570114177;1396;Ecran PC;Iiyama;"LE3240S-B1 - 32"" IPS/8ms/FHS/VGA/DVI/HDMI/USB";290.15;0;0
4038986125697;1397;Ecran PC;AOC;"e2270swdn - 21.5"" LED/5ms/FHD/DVI";83.38;4;0
4038986192002;1398;Ecran PC;AOC;"e950swdak - 18.5"" LED/5ms/HP/DVI";61.23;0;0
4948570114634;1400;Ecran PC;Iiyama;"X2485WS-B3 - 24"" LED IPS/4ms/1920x1200/HDMI/DP/HP";211.09;1;0
4713392335167;1401;Ecran PC;Acer;"B296CL - 29"" LED IPS/2560x1080/8ms/HDMI/DP/DVI";416.63;0;0
4948570114757;1402;Ecran PC;Iiyama;"GE2288HS-B1 - 22"" LED/1ms/FHD/FS/HDMI/HP";103.77;-7;10
4716659924289;1403;Ecran PC;Asus;"MX259H - 25"" IPS LED/5ms/FHD/HP/Flicker-Free";217.96;0;0
8806088209357;1405;Ecran PC;Samsung;"S27F350F - 27"" PLS/4ms/FHD/VGA/HDMI/Black";172.52;0;0
4948570114931;1406;Ecran PC;Iiyama;"GE2488HS-B2 - 24"" LED/1ms/FHD/FS/HDMI/HP #";125.54;-19;72
4716659483656;1408;Ecran PC;Asus;"MB168B - 15.6"" LED/11ms/WXGA/USB";127.95;0;0
4718755060809;1409;Ecran PC;BenQ;"GW2270 - 21.5"" AMVA+/FHD/5ms/DVI/VGA/FS/Black";83.8;3;0
4948570114443;1410;Ecran PC;Iiyama;"E2480HS-B2 -24"" LED/2ms/DVI/HDMI/DP/Black/Mate";125.54;1;0
4948570114948;1411;Ecran PC;Iiyama;"GE2788HS-B2 - 27"" LED/1ms/FHD/HDMI/HP/Black";174.53;-7;10
8806088440842;1413;Ecran PC;Samsung;"S27E330H - 27"" LED/1ms/FHD/VGA/HDMI/Black";158.07;0;10
8806088212456;1414;Ecran PC;Samsung;"C27F591FDU - 27"" incurvé/4ms/FHD/VGA/HDMI/DP/HP";249.46;19;0
4718755065736;1416;Ecran PC;BenQ;"RL2455 Zowie - 24""/FHD/1ms/2xHDMI/HP";142.16;3;0
4948570115105;1417;Ecran PC;Iiyama;"XU2492HSU-B1 - 24"" IPS/5ms/FHD/HDMI/DP/HP";140.71;3;0
4713147249510;1418;Ecran PC;Acer;"Predator GN246HLB - 24"" LED/FHD 3D/1ms/Black";208.34;1;0
4948570111718;1419;Ecran PC;Iiyama;"B2280HS-W1 - 22"" LED/5ms/HDMI/HP/HAS/WHITE";125.54;0;0
8806088251486;1420;Ecran PC;Samsung;"S32F351H - 32"" LED/5ms/FHD/HDMIx2/Blanc";204.42;1;0
4038986185349;1421;Ecran PC;AOC;"e2770Sh - 27"" LED/1ms/FHD/HDMI";156.78;14;0
4038986193788;1422;Ecran PC;AOC;"e970swn - 18.5"" LED/5ms/Black";66.49;0;0
;1423;Ecran PC;Asus;"PG278QR - 27"" LED 3D/1ms/2560x1440/HDMI/DP/G-Sync";592.13;0;0
5028695109971;1424;Ecran PC;NEC;"AccuSync AS222WM - 21.5"" LED/5ms/FHD/DVI/VGA/Noir";154.98;0;0
4038986185783;1426;Ecran PC;AOC;"U3277PWQU - 31.5"" MVA/4K/HDMI/DVI/VGA/DP/USB";543.99;1;0
8806088440835;1427;Ecran PC;Samsung;"S24D330H - 24"" LED/1ms/FHD/HDMI/Black";107.89;-15;15
190793163508;1429;Ecran PC;Lenovo;"ThinkVision T2324p Mat - 23"" IPS/7ms/FHD/USB";177.02;0;0
8806087573046;1431;Ecran PC;LG;"20MP48A-P - 20"" IPS/5ms/VGA";63.63;8;0
766907812114;1432;Ecran PC;ViewSonic;"VA1903A - 18.5"" LED/5ms/VGA";55.58;0;0
4948570114184;1433;Ecran PC;Iiyama;"LE4340S-B1 - 43"" AMVA/8ms/FHD/VGA/DVI/HDMI/RJ45";438.85;-1;1
4948570111671;1434;Ecran PC;Iiyama;"B1980SD-W1 - 19"" LED/5ms/DVI/HP/HAS/White";135.54;0;0
4948570114306;1435;Ecran PC;Iiyama;"X2888HS-B2 - 28"" MVA/5ms/FHD/DVI/HDMI/DP/HP";211.09;1;0
4718755065477;1436;Ecran PC;BenQ;"XL2411 Zowie - 24""/1ms/FHD/DVI/HDMI/144Hz";234.48;20;0
4948570115228;1437;Ecran PC;Iiyama;"GB2488HSU-B3 - 24"" 144Hz/1ms/FHD/HDMI/DP/FS/HAS";242.64;0;0
4948570115327;1438;Ecran PC;Iiyama;"XB2472HSUC-B1 - 24"" VA/8ms/FHD/DP/HP/CAM";202.2;0;2
4713392252372;1439;Ecran PC;Acer;"XB281HKbmiprz - 28"" LED/4K/1ms/G-Sync/HDMI/DP";492.48;3;0
4038986124423;1440;Ecran PC;AOC;"i2276Vwm - 21.5"" IPS/5ms/FHD/HDMI";89.88;12;0
4712900100860;1441;Ecran PC;Asus;"MX25AQ - 25"" IPS/5ms/2560x1440/HP/Flicker-Free";312.94;0;0
4713147758319;1442;Ecran PC;Acer;"S277HKwmjdpp - 27"" IPS/4K/4ms/HDMI/DP/HP";483.52;0;0
4713392532627;1443;Ecran PC;Acer;"H277HUsmipuz - 27"" IPS/4ms/HDMI/DP/HP";400.13;0;0
4718755066078;1444;Ecran PC;BenQ;"PD2700Q - 27"" VA/4ms/2560x1440/HDMI/DP ";346.85;0;0
8806084168610;1466;Ecran PC;LG;"20EN33S - 20"" LED/Wide/5ms";65.73;0;0
4948570111664;1603;Ecran PC;Iiyama;"E1980SD-B1- 19""/LED/5ms/DVI/HP/Noir";125.54;-1;1
4716659019824;1809;Ecran PC;Asus;"VK248H - 24""/Wide/2ms/HP/CAM/Black";168.24;0;0
4713392857973;1816;Ecran PC;Acer;"V196LBbmd - 19"" LED/4:3/5ms/DVI/HP/Black";111.86;0;0
4712196165505;1817;Ecran PC;Acer;"G246HLBbid - 24"" LED/2ms/FHD/HDMI/Black";123.13;0;0
4948570111701;1907;Ecran PC;Iiyama;"E2280HS-B1 - 22"" LED/WIDE/5 ms/HDMI/BLACK";101.1;0;0
4948570111084;1966;Ecran PC;Iiyama;"PLE2273HDS-B1 - 21.5"" LED/2ms/FHD/HDMI/Black";116.85;0;0
8806087549188;1967;Ecran PC;LG;"29UM58 - 29"" LED IPS/2560x1080/5ms/2xHDMI";218.12;0;0
;10002;Enceinte PC;Générique;2x60Watts 2HP Noirs;3.89;10;0
5099206024823;10604;Enceinte PC;Logitech;Speaker System Z623 THX 2HP+Caisson;130.96;3;0
5099206022898;10608;Enceinte PC;Logitech;Speaker System Z313 2HP+Caisson #;28.84;177;200
5099206024830;10609;Enceinte PC;Logitech;Surround Sound Speaker Z506 5HP+Caisson #;67.86;5;0
5099206028074;10612;Enceinte PC;Logitech;Z120 White #;11.32;-39;100
5099206003989;10613;Enceinte PC;Logitech;S-120 OEM;11.12;0;0
5099206021891;10614;Enceinte PC;Logitech;Z130 Speaker 2HP;19.42;12;0
5099206048782;10616;Enceinte PC;Logitech;Z150 Midnight Black 2HP;15.87;277;300
5099206048799;10617;Enceinte PC;Logitech;Z150 Snow White 2HP;15.77;334;0
5099206048744;10619;Enceinte PC;Logitech;Multimedia Speakers Z200 Midnight Black 2HP;21.97;-4;100
5099206048751;10620;Enceinte PC;Logitech;Multimedia Speakers Z200 Snow White 2HP;21.51;188;0
5099206052123;10622;Enceinte PC;Logitech;Z213 2HP+Caisson #;21.57;162;300
5099206048690;10628;Enceinte PC;Logitech;Z50 Magenta;12.14;0;0
5099206004023;10635;Enceinte PC;Logitech;S150 Noir 2HP;12.72;3;40
5099206059702;10636;Enceinte PC;Logitech;Multimedia Speakers Z333 2HP+Caisson;35.45;95;100
5099206058675;10637;Enceinte PC;Logitech;Multimedia Speakers Z533 2HP+Caisson;53.87;-5;50
3584176571085;10641;Enceinte PC;Altec Lansing;ROCK AL-SND1100 Bluetooth 2HP;106.49;0;0
3760206481900;10644;Enceinte PC;R-Music;Color Box - Enceinte Bluetooth autonome à LED;16.71;0;0
3700755670035;10646;Enceinte PC;DUST;DU-T900A (Bluetooth/Lumineux);27.9;171;1812
5099206023536;10688;Enceinte PC;Logitech;Z906 THX 5HP+Caisson;239.48;5;0
5390660187063;10694;Enceinte PC;Creative;T15 wireless 2HP Bluetooth;54.54;0;0
6925281915772;10700;Enceinte PC;JBL;Clip 2 - Bleu;38.94;3;0
6925281915796;10701;Enceinte PC;JBL;Clip 2 - Gris;38.94;7;0
6925281915802;10702;Enceinte PC;JBL;Clip 2 - Turquoise;38.94;3;0
6925281915765;10703;Enceinte PC;JBL;Clip 2 - Noir;38.94;6;0
6925281915789;10704;Enceinte PC;JBL;Clip 2 - Rouge;38.94;6;0
6925281914195;10705;Enceinte PC;JBL;Charge 3 - Bleu;129.99;2;0
6925281914218;10706;Enceinte PC;JBL;Charge 3 - Gris;129.99;2;0
6925281914225;10707;Enceinte PC;JBL;Charge 3 - Turquoise;129.99;2;0
6925281914188;10708;Enceinte PC;JBL;Charge 3 - Noir;129.99;1;0
6925281914201;10709;Enceinte PC;JBL;Charge 3 - Rouge;129.99;2;0
6925281908262;10710;Enceinte PC;JBL;Pulse 2 - Gris;129.99;1;0
6925281908279;10711;Enceinte PC;JBL;Pulse 2 - Noir;129.99;2;0
6925281903762;10712;Enceinte PC;JBL;Go - Bleu;19.46;0;2
6925281903755;10713;Enceinte PC;JBL;Go - Gris;19.45;0;2
6925281903779;10714;Enceinte PC;JBL;Go - Jaune;19.48;2;0
6925281903717;10715;Enceinte PC;JBL;Go - Noir;19.46;1;0
6925281903731;10716;Enceinte PC;JBL;Go - Orange;19.48;0;0
6925281903748;10717;Enceinte PC;JBL;Go - Rose;19.46;0;2
6925281903786;10718;Enceinte PC;JBL;Go - Turquoise;19.46;1;0
3362934738396;10719;Enceinte PC;Hercules;2.0 Gloss;10.97;21;0
3362934738419;10720;Enceinte PC;Hercules;2.1 Slim;33.01;11;0
3362934738426;10721;Enceinte PC;Hercules;2.1 Gloss;14.98;15;0
3362934744373;10722;Enceinte PC;Hercules;2.1 Gloss BT (BlueTooth);30.5;16;0
3362934741952;10723;Enceinte PC;Hercules;XPS 2.0 60 DJ Set;61;-1;1
3362934741983;10724;Enceinte PC;Hercules;XPS 2.0 80 DJ Monitor;92.91;2;0
;10725;Enceinte PC;DUST;DU-H3600 Blanc (Bluetooth/Radio réveil);27.9;154;804
5099206065765;10726;Enceinte PC;Logitech;Z337 Bold Sound Bluetooth Compatible;52.74;0;30
;37225;Graveur;Sony/Samsung/LG/LiteOn/Hitachi;SATA DVD+/-RW 16X DL Noir;10.67;367;0
8806085763623;37232;Graveur;Samsung;SN-208 DVD+/-RWDL Interne Slim SATA Noir;13.73;0;0
8806085256125;37352;Graveur;Samsung;SN506BB Slim - Blu-Ray/DVDRW;46.04;0;0
;37805;Graveur;Asus;SATA DVD+/-RW DL Noir;13.19;7;50
4719543417065;37819;Graveur;Asus;Externe Slim Blu-Ray USB2 - SBW-06D2X-U/BLACK;89.05;0;0
;37820;Graveur;Asus;SATA BW-16D1HT/BLK/B/AS Noir - Blu-Ray/DVDRW;66.88;0;3
8809400851692;37829;Graveur;Samsung;SE-208GB/RSBDE DVD+/-RWDL Externe Slim USB2 Noir;20.61;0;0
8809400851883;37831;Graveur;Samsung;SU-208HB DVD+/-RWDL Interne Slim SATA Noir 9,5mm;14.17;0;0
8806087520590;37833;Graveur;Hitachi-LG Data Storage;SATA CH12NS30 Noir - Combo-Blu-Ray/DVDRW;43.83;36;0
8806084748225;37834;Graveur;Hitachi-LG Data Storage;SATA BH16NS40 Noir - Blu-Ray/DVDRW;53.15;22;0
8806097550993;37835;Graveur;Hitachi-LG Data Storage;SATA GTC0N Slim 12.7mm Interne Noir - DVDRW;10.75;141;0
8806087538175;37836;Graveur;Hitachi-LG Data Storage;SATA GUDON Slim 9.5mm Interne Noir - DVDRW;12.11;3;0
8806087302905;37837;Graveur;Hitachi-LG Data Storage;USB2 Externe Slim GP60NB60 DVDRW Noir;20.9;32;0
8806087493702;37838;Graveur;Hitachi-LG Data Storage;USB2 Externe Slim GP60NW60 DVDRW Blanc;20.87;66;0
5051794004489;17004;Hub;Targus;4 ports USB2 ACH114EU 4 x Hi-Speed USB;7.35;-9;10
;17061;Hub;Générique;7 Ports USB 2.0 Alim. externe;8.33;2;14
;17065;Hub;Générique;4 ports USB2;4.51;9;50
;17070;Hub;Générique;4 Ports USB 3.0 Alim. externe;12.73;25;0
790069252389;17095;Hub;D-Link;7 ports USB2 - DUB-H7;24.7;0;0
4960999991214;42095;Imprimante;Canon;PIXMA iX6850 (A3);141.15;-1;1
4549292012477;42132;Imprimante;Canon;PIXMA IP110;206.6;0;0
4549292012842;42140;Imprimante;Canon;iP110w avec batterie;220.79;0;0
4549292021950;42432;Imprimante;Canon;PIXMA PRO-100S;413.72;0;0
8715946530611;42434;Imprimante;Epson;Thermique pour Impression de Reçu USB - TM-T70II;165.03;0;0
4961311908804;42467;Imprimante;Ricoh;SP 150 (Laser monochrome);56.49;5;0
884420971603;42476;Imprimante;HP;Color LaserJet Professional CP5225dn;1238.8;0;0
888793425688;42478;Imprimante;HP;LaserJet Enterprise M506dn;463.62;0;0
8718215787495;42479;Imprimante;3D Systems;CUBE 3 Grise (Imprimante 3D 15x15x15);941.97;0;0
8715946465142;43666;Imprimante;Epson;LQ-2190;1072.55;0;0
8715946429939;43667;Imprimante;Epson;LQ-690;567.96;0;0
888793160299;43670;Imprimante;HP;LaserJet Enterprise M604n;446.69;0;0
4960999992167;43671;Imprimante;Canon;PIXMA iP8750 A3+ Wireless;238.96;0;0
5031713063575;43672;Imprimante;Oki;B412dn - monochrome/Recto-Verso/33ppm/A4;105.81;0;0
8715946545844;43673;Imprimante;Epson;Thermique Impression Reçu Bluetooth - TM-T70II;220.31;0;0
4977766721417;43674;Imprimante;Brother;HL-1110;49.28;13;0
5031713055112;43675;Imprimante;Oki;C511dn (LED Couleur/RV/LAN);104.72;0;0
5031713056034;43676;Imprimante;Oki;C822n (LED Couleur A3/LAN);529.39;0;0
889899839966;43684;Imprimante;HP;LaserJet Pro M402dne;188.06;0;0
888182501566;44335;Imprimante;HP;Color LaserJet Pro M252n;161.8;0;0
888793328736;44881;Imprimante;HP;LaserJet Pro M402dn;167.24;0;0
888182569252;53236;Imprimante;HP;OfficeJet PRO 6230 ePrinter;53.74;0;0
4961311889721;53246;Imprimante;Ricoh;SP C250 DN (Laser Couleur/Reseau/Recto-Verso);98.17;3;0
4977766738804;53251;Imprimante;Brother;HL-L2360DN - Laser/Monochrome/Reseau;93.15;-1;0
4977766712095;53253;Imprimante;Brother;QL-720NW;115.89;0;0
8715946552071;53255;Imprimante;Epson;WorkForce Pro WF-6090DW;448.36;0;0
4718937575671;53257;Imprimante;Zyxel;Thermique UAG SP350E;332.07;0;0
4977766712996;53523;Imprimante;Brother;FAX 2940;201.03;0;0
4977766721424;53771;Imprimante;Brother;HL-1112A;63.13;0;0
4977766738606;53797;Imprimante;Brother;HL-L2300D;65.56;0;0
4960999975665;42082;Imprimante Multifonction;Canon;PIXMA MG2450 Grise;27.99;0;0
4960999976082;42083;Imprimante Multifonction;Canon;PIXMA MG2550 Blanche;30.54;0;0
4960999975269;42084;Imprimante Multifonction;Canon;PIXMA MG3550 Noire;37.64;0;0
4960999990262;42094;Imprimante Multifonction;Canon;PIXMA MX475 #;39.88;0;1311
4549292009446;42101;Imprimante Multifonction;Canon;MAXIFY MB5350;128.17;0;0
4549292009583;42103;Imprimante Multifonction;Canon;PIXMA MG2950 Blanche (WiFi);33.04;0;0
8714574632667;42144;Imprimante Multifonction;Canon;PIXMA MG6851 Blanche;58;0;0
4549292038651;42146;Imprimante Multifonction;Canon;PIXMA MG7750 Noire;96.97;0;0
8715946549507;42147;Imprimante Multifonction;Epson;Expression Home XP-435;63.33;0;0
4549292038835;42150;Imprimante Multifonction;Canon;PIXMA MG7751 Blanche;96.74;0;0
4549292036305;42151;Imprimante Multifonction;Canon;PIXMA MG3650 Noire;41.9;0;0
4549292029529;42153;Imprimante Multifonction;Canon;I-Sensys MF623Cn;208.95;0;0
8714574631936;42154;Imprimante Multifonction;Canon;I-Sensys MF628Cw;257.2;0;0
888182470176;42156;Imprimante Multifonction;HP;Color LaserJet Pro M277n;288.58;0;0
4961311889745;42157;Imprimante Multifonction;Ricoh;SP C250 SF (Laser Couleur/Fax/Reseau/WiFi/RV);189.01;29;0
8715946621210;42159;Imprimante Multifonction;Epson;WorkForce Pro WF-6590DTWFC;797.26;0;0
4961311908828;42468;Imprimante Multifonction;Ricoh;SP 150SU (Laser monochrome);72.59;0;0
5031713063629;42471;Imprimante Multifonction;Oki;MB472dnw (LED Mono./Fax/Réseau/WiFi/R-V/PCL);187.84;-2;0
5031713055181;42472;Imprimante Multifonction;Oki;MC362dn (LED Couleur/Fax/Réseau/R-V/PCL);170.16;6;0
4977766734684;42477;Imprimante Multifonction;Brother;DCP-L8450CDW (Laser Couleur R-V Reseau WiFi);655.07;0;0
889899105443;42481;Imprimante Multifonction;HP;OfficeJet PRO 6960 All-in-one;114.96;0;0
887758652459;42482;Imprimante Multifonction;HP;LaserJet PRO MFP M225dn;228.31;0;0
8714574643496;42483;Imprimante Multifonction;Canon;MAXIFY MB2150;98.54;0;0
8715946614700;42484;Imprimante Multifonction;Epson;Expression Home XP-345 - Blanc;52.28;0;0
888793383414;42485;Imprimante Multifonction;HP;Color LaserJet Pro MFP M477fdn;353.08;0;0
4961311889752;42486;Imprimante Multifonction;Ricoh;SP C252SF;429.25;0;0
8714574643540;42487;Imprimante Multifonction;Canon;MAXIFY MB2750;111.12;0;0
8714574643649;42489;Imprimante Multifonction;Canon;MAXIFY MB5450;182.07;1;0
4961311899355;42490;Imprimante Multifonction;Ricoh;MP 2014AD (Laser Mono A3);436.32;4;0
4549292067606;42491;Imprimante Multifonction;Canon;PIXMA TS8050;134.01;2;0
4549292066517;42494;Imprimante Multifonction;Canon;PIXMA TS5050;60.86;-1;0
4549292063721;42495;Imprimante Multifonction;Canon;PIXMA TS6050;78.64;8;0
4549292029611;42496;Imprimante Multifonction;Canon;I-Sensys MF724Cdw;333.75;0;0
4961311913426;42497;Imprimante Multifonction;Ricoh;SP 220SNw (Laser monochrome/Réseau/WiFi);113.29;0;0
889296934370;42498;Imprimante Multifonction;HP;LaserJet Pro MFP M377dw;342;0;0
4977766768917;42499;Imprimante Multifonction;Brother;MFC-J5335DW A3;130.78;14;0
4977766763097;42500;Imprimante Multifonction;Brother;MFC-J6930DW A3;232.54;3;0
8715946512211;43173;Imprimante Multifonction;Epson;WorkForce WF-2530WF;64.05;0;0
8715946529592;43177;Imprimante Multifonction;Epson;WorkForce WF-7610DWF - A3;136.59;1;0
8715946533520;43178;Imprimante Multifonction;Epson;WorkForce Pro WF-5620DWF;241.09;0;0
8715946529578;43179;Imprimante Multifonction;Epson;WorkForce WF-7620DTWF - A3;175.85;-1;0
8715946529714;43180;Imprimante Multifonction;Epson;WorkForce WF-7110DTW - A3;120.52;0;0
8715946540115;43181;Imprimante Multifonction;Epson;WorkForce WF-2630WF;70.07;0;0
4549292062861;43677;Imprimante Multifonction;Canon;PIXMA MG3051 Blanche;31.9;-15;0
4549292063028;43678;Imprimante Multifonction;Canon;PIXMA MG3053 Blanche/Bleue;31.54;-6;0
8714574643717;43679;Imprimante Multifonction;Canon;MAXIFY MB2155;97.79;5;0
8714574643816;43680;Imprimante Multifonction;Canon;MAXIFY MB5155;111.8;0;0
8714574643762;43682;Imprimante Multifonction;Canon;MAXIFY MB2755;110.89;0;5
8714574643861;43683;Imprimante Multifonction;Canon;MAXIFY MB5455;145.34;1;0
4960999922768;53205;Imprimante Multifonction;Canon;PIXMA MX925;91.23;4;0
4977766718301;53209;Imprimante Multifonction;Brother;DCP-9020CDW;267.14;0;0
4977766723862;53214;Imprimante Multifonction;Brother;MFC-J6720DW - A3;173.46;0;0
4977766707763;53218;Imprimante Multifonction;Brother;MFC-8950DW;629.02;0;0
4977766739252;53225;Imprimante Multifonction;Brother;DCP-L2540DN;139.33;0;0
4977766739405;53226;Imprimante Multifonction;Brother;MFC-L2700DW;141.97;0;0
4977766739177;53227;Imprimante Multifonction;Brother;DCP-L2520DW;115.38;0;1
4977766739535;53228;Imprimante Multifonction;Brother;MFC-L2720DW;192.83;0;0
4977766737210;53233;Imprimante Multifonction;Brother;MFC-J5720DW A3;125.22;3;0
888182569504;53238;Imprimante Multifonction;HP;OfficeJet 5740 e-All-in-One Printer;97.54;0;0
4977766752336;53241;Imprimante Multifonction;Brother;DCP-9015CDW (Laser Couleur WiFi);168.78;0;0
4549292037128;53243;Imprimante Multifonction;Canon;PIXMA MG5750 Noire;49.47;-2;0
4961311866609;53244;Imprimante Multifonction;Ricoh;SG 3100 SNw (GelJet/Reseau/WiFi);85.12;0;0
4961311895852;53248;Imprimante Multifonction;Ricoh;SP 211 SU (Laser);76.52;0;0
4977766721455;53259;Imprimante Multifonction;Brother;DCP-1510;56.12;0;0
4977766718110;53767;Imprimante Multifonction;Brother;MFC-9140CDN;290.51;-1;1
;34373;Lecteur carte mémoire;Générique;Lecteur-enregistreur Multicartes +SIM externe + CF;7.27;-7;80
;34500;Lecteur carte mémoire;Générique;Lecteur 6 en 1 Externe;3.22;-2;50
;34501;Lecteur carte mémoire;Spyker;Lecteur MSD-SDHC-MS Externe USB;5.21;12;0
;34505;Lecteur carte mémoire;Générique;Lecteur Multicartes Mémoires USB interne 3.5'';5.56;124;0
740617239805;34518;Lecteur carte mémoire;Kingston;USB 3.0 Media Reader;18.63;-3;13
